Date,Open,High,Low,Close,Volume
1/2/15 16:00,83.54,84.23,83.09,84.05,2269109
1/5/15 16:00,83.6,83.91,82.61,82.84,3780536
1/6/15 16:00,82.92,84.79,82.92,84.2,5291373
1/7/15 16:00,84.26,84.89,83.72,84.47,2583493
1/8/15 16:00,84.92,85.28,84.57,84.81,2168194
1/9/15 16:00,85,85.39,84.22,84.93,2679121
1/12/15 16:00,85.2,85.49,84.65,85.01,2300236
1/13/15 16:00,85.3,86.78,85.17,85.47,3529652
1/14/15 16:00,85.08,85.78,84.65,85.69,3383255
1/15/15 16:00,85.89,86.95,85.36,86.76,3890890
1/16/15 16:00,86.73,87.39,86.6,87.35,3903880
1/20/15 16:00,87.44,87.73,86.73,87.69,3180423
1/21/15 16:00,87.5,88.79,86.9,88.68,2834651
1/22/15 16:00,88.83,89.29,87.94,88.63,2542242
1/23/15 16:00,88.95,89.23,88.61,88.72,1817309
1/26/15 16:00,88.63,88.7,87.82,88.55,1750115
1/27/15 16:00,88.46,89.26,88.35,88.72,1906951
1/28/15 16:00,88.96,89.97,87.66,87.85,3199817
1/29/15 16:00,87.86,89.58,87.37,89.36,2850509
1/30/15 16:00,88.86,89.39,87.07,87.14,3526400
2/2/15 16:00,87,87.29,86.11,87,3610609
2/3/15 16:00,86.9,87.12,86.31,86.78,3980139
2/4/15 16:00,86.66,87.18,85.76,85.98,3686308
2/5/15 16:00,86.53,86.81,85.77,86.72,2548577
2/6/15 16:00,86.07,86.61,82.53,83.11,4356502
2/9/15 16:00,83.15,83.61,82.21,82.7,3938100
2/10/15 16:00,82.6,84.29,82.39,84.18,4130988
2/11/15 16:00,83.09,83.3,81.6,81.85,3368237
2/12/15 16:00,81.69,82.05,80.89,81.06,4835932
2/13/15 16:00,80.97,80.97,79.21,79.84,4677509
2/17/15 16:00,79.44,80.92,78.8,79.39,6286588
2/18/15 16:00,79.23,81.42,79.03,80.97,4841294
2/19/15 16:00,81.21,81.23,79.12,79.17,5473021
2/20/15 16:00,79.14,79.61,77.79,78.71,4419213
2/23/15 16:00,78.86,79.61,78.41,79.26,3944043
2/24/15 16:00,79.08,80.18,78.76,79.85,3771712
2/25/15 16:00,79.95,79.96,78.75,79.01,3250746
2/26/15 16:00,79.27,79.36,78.5,78.56,2549315
2/27/15 16:00,78.49,78.87,78.03,78.55,2474492
3/2/15 16:00,78.48,78.48,76.39,77.06,5027753
3/3/15 16:00,77.06,77.51,76.61,77.51,3688330
3/4/15 16:00,77.12,77.3,76.57,77.08,2773214
3/5/15 16:00,77.29,77.89,77.17,77.58,2562930
3/6/15 16:00,76.56,76.56,74.55,74.96,6385656
3/9/15 16:00,75,75.48,74.75,74.76,3301321
3/10/15 16:00,74.2,75.45,73.98,74.7,5272060
3/11/15 16:00,75.06,75.23,74.04,74.28,4940734
3/12/15 16:00,74.65,75.46,74.57,75.28,3497385
3/13/15 16:00,75.24,75.24,73.98,74.61,3089993
3/16/15 16:00,75.19,76.33,75.15,75.71,3235727
3/17/15 16:00,75.36,75.89,74.82,75.08,2565928
3/18/15 16:00,75.07,76.81,74.79,76.4,5754443
3/19/15 16:00,76.18,77.14,75.8,76.01,4431245
3/20/15 16:00,76.11,76.75,75.86,76.67,7064524
3/23/15 16:00,76.68,76.99,76.44,76.8,3073452
3/24/15 16:00,76.68,77.27,75.71,76.06,2642266
3/25/15 16:00,76.31,76.75,74.82,74.96,2984249
3/26/15 16:00,74.85,75.18,73.63,74.35,4173721
3/27/15 16:00,74.66,75.19,74.3,75,3182672
3/30/15 16:00,75.41,76.18,75.09,75.9,3353524
3/31/15 16:00,75.84,76.85,75.5,76.78,6030584
4/1/15 16:00,76.94,77.39,76.16,76.83,3388312
4/2/15 16:00,76.8,77.28,76.46,76.97,2505537
4/6/15 16:00,77.44,78.73,77.27,78.24,5267520
4/7/15 16:00,78.13,78.46,77.44,77.65,3691515
4/8/15 16:00,77.5,77.62,76.7,77.3,3168211
4/9/15 16:00,77.12,77.2,76.53,77.01,2051706
4/10/15 16:00,77.2,78.21,77.17,77.84,2191314
4/13/15 16:00,77.59,77.94,77.14,77.23,2265549
4/14/15 16:00,77.38,77.96,77.17,77.59,2260172
4/15/15 16:00,77.72,78.57,77.58,78.02,2671833
4/16/15 16:00,77.85,77.99,76.74,77.31,2903671
4/17/15 16:00,76.99,77.74,76.81,77.31,2924460
4/20/15 16:00,77.64,79.15,77.51,78.61,2624869
4/21/15 16:00,78.63,79.39,77.67,78.07,3311955
4/22/15 16:00,78.5,78.71,77.87,78.3,2466764
4/23/15 16:00,78.17,79.26,78.14,78.86,2429357
4/24/15 16:00,78.82,79.88,78.75,79.41,2599725
4/27/15 16:00,79.6,79.73,78.18,78.37,2860845
4/28/15 16:00,78.04,78.99,77.86,78.97,2626049
4/29/15 16:00,78.24,78.64,77.78,78.43,3873230
4/30/15 16:00,78.42,78.42,76.96,77.57,4305436
5/1/15 16:00,77.71,78.13,76.87,77.9,2861223
5/4/15 16:00,77.9,78.85,77.68,77.96,2745898
5/5/15 16:00,77.61,77.84,76.21,76.25,3820637
