Date,Open,High,Low,Close,Volume
1/2/20 16:00,60.24,60.97,60.22,60.84,17713404
1/3/20 16:00,59.81,60.7,59.81,60.1,15298577
1/6/20 16:00,59.59,60.2,59.33,59.93,17759137
1/7/20 16:00,59.78,59.8,58.89,58.93,21960524
1/8/20 16:00,58.89,59.32,58.52,58.97,23138274
1/9/20 16:00,59.05,59.51,58.83,59.3,18818492
1/10/20 16:00,59.57,60.08,58.87,58.94,15201929
1/13/20 16:00,59.17,59.78,59.08,59.59,16455825
1/14/20 16:00,59.49,59.74,59.19,59.43,17092446
1/15/20 16:00,59.3,59.65,58.75,58.94,18498803
1/16/20 16:00,59.26,59.84,59.07,59.66,21365530
1/17/20 16:00,59.98,60,59.24,59.6,21803446
1/21/20 16:00,59.81,61.25,59.79,60.55,28358468
1/22/20 16:00,61.04,62.85,60.97,62.73,29475122
1/23/20 16:00,62.86,63.71,62.81,63.32,42778737
1/24/20 16:00,66.57,69.29,66.46,68.47,84711037
1/27/20 16:00,66.72,67.42,65.6,65.69,30764002
1/28/20 16:00,66.5,67.58,65.94,67.31,30915394
1/29/20 16:00,67.63,68.06,66.17,66.33,18076688
1/30/20 16:00,65.64,66.5,64.93,66.47,18522360
1/31/20 16:00,65.8,65.98,63.67,63.93,25268428
2/3/20 16:00,64.46,65.04,64.3,64.42,16654563
2/4/20 16:00,65.77,66.06,64.92,65.46,20970754
2/5/20 16:00,66.69,67.6,66.13,67.34,23401417
2/6/20 16:00,67.3,67.4,66.77,67.09,17408038
2/7/20 16:00,66.86,67.3,66.01,66.02,18134646
2/10/20 16:00,65.56,66.4,65.44,66.39,22299288
2/11/20 16:00,66.83,67.71,66.57,67.41,17975623
2/12/20 16:00,67.6,68.09,67.31,67.46,15586600
2/13/20 16:00,66.99,67.65,66.74,67.44,11602733
2/14/20 16:00,67.52,67.86,66.82,67.27,13405451
2/18/20 16:00,66.66,66.69,65.88,66.14,12766566
2/19/20 16:00,66.39,67.2,66.18,67.11,13551202
2/20/20 16:00,67.04,67.29,64.56,65.45,26452594
2/21/20 16:00,65.18,65.25,64.04,64.34,20780465
2/24/20 16:00,61.61,62.77,61.32,61.76,26903117
2/25/20 16:00,61.99,62.28,59.46,59.73,34495728
2/26/20 16:00,60.11,60.82,59.27,59.65,26217740
2/27/20 16:00,57.93,58.51,55.8,55.83,42226859
2/28/20 16:00,54.3,56.38,53.6,55.52,60727999
3/2/20 16:00,55.79,58.22,54.52,58.18,43140304
3/3/20 16:00,58.03,59.02,55.4,55.97,49740276
3/4/20 16:00,57.01,58.71,56.16,58.68,29223071
3/5/20 16:00,57.06,58.66,56.61,56.96,29099163
3/6/20 16:00,55.18,56.01,54.54,55.77,36259158
3/9/20 16:00,51.92,52.71,50,50.85,56196983
3/10/20 16:00,52.76,54,50.43,53.98,36568951
3/11/20 16:00,52.39,53.54,51.01,51.66,38573961
3/12/20 16:00,47.99,50.09,45.37,45.54,50661745
3/13/20 16:00,48.26,55,47.74,54.43,48805059
3/16/20 16:00,47.51,52.25,43.63,44.61,53878939
3/17/20 16:00,45.76,51.63,45.2,50.08,52085162
3/18/20 16:00,46.71,50.05,45.2,47.61,49309879
3/19/20 16:00,47.84,49.23,45.16,45.94,44538030
3/20/20 16:00,46.51,49.42,45.47,45.83,52344045
3/23/20 16:00,46.02,50.49,45.91,49.58,46698478
3/24/20 16:00,53.14,54.64,51.35,52.4,50019753
3/25/20 16:00,52.48,53.79,49.91,51.26,41106063
3/26/20 16:00,51.74,55.95,51.66,55.54,41475406
3/27/20 16:00,53.42,54.64,52.07,52.37,31633487
3/30/20 16:00,52.99,56.1,52.83,55.49,31628610
3/31/20 16:00,55.06,55.8,53.22,54.12,48081861
4/1/20 16:00,52.5,54.69,51.43,51.88,29586562
4/2/20 16:00,51.29,54.56,51.22,54.35,27809987
4/3/20 16:00,53.85,55.13,52.73,54.13,23906062
4/6/20 16:00,56.63,58.77,56.12,58.43,32323387
4/7/20 16:00,59.94,61.49,58.21,58.4,41410012
4/8/20 16:00,58.99,59.51,57.91,58.98,26719500
4/9/20 16:00,59.36,59.72,56.06,57.14,40515419
4/13/20 16:00,56.57,58.77,56.57,58.7,23251938
4/14/20 16:00,60.04,60.9,59.51,60.66,25673992
4/15/20 16:00,59.74,59.83,58.39,58.87,22841552
4/16/20 16:00,59.61,60.96,58.81,60.79,24433516
4/17/20 16:00,62.02,62.13,59.83,60.36,27385636
4/20/20 16:00,59.28,60.04,58.89,59.18,26420309
4/21/20 16:00,58.11,58.6,55.93,56.36,25248033
4/22/20 16:00,58.27,60.5,57.81,60.1,23443745
4/23/20 16:00,59.67,60.1,58.81,59.04,35091952
4/24/20 16:00,56.2,59.4,56.1,59.26,50220505
4/27/20 16:00,59.72,59.83,58.39,59.47,25902236
4/28/20 16:00,59.99,60.22,58.26,58.75,28784707
4/29/20 16:00,59.44,62.03,59.32,61.8,30451541
4/30/20 16:00,61.37,61.54,59.75,59.98,26279877
5/1/20 16:00,58.83,59.32,57.31,57.47,21194802
5/4/20 16:00,57.12,58.07,56.31,57.99,18957227
5/5/20 16:00,58.79,59.3,58.35,58.75,17252063
5/6/20 16:00,59.04,59.95,58.94,59.18,17848655
5/7/20 16:00,59.93,60.1,58.92,59.17,14733519
5/8/20 16:00,59.67,59.78,59.05,59.67,20391091
