Date,Open,High,Low,Close,Volume
11/13/20 16:00,11.91,12.25,11.85,12.24,56775114
11/16/20 16:00,12.87,12.96,12.41,12.79,104867799
11/17/20 16:00,12.48,12.81,12.23,12.7,61956503
11/18/20 16:00,12.91,13.36,12.73,12.74,99888521
11/19/20 16:00,12.73,13.04,12.63,12.79,58809388
11/20/20 16:00,12.8,12.91,12.46,12.53,58685528
11/23/20 16:00,12.75,13.58,12.69,13.56,100763995
11/24/20 16:00,14.32,14.97,14.08,14.82,156500970
11/25/20 16:00,14.77,15.08,14.37,14.94,101052472
11/27/20 13:00,15.12,15.56,14.95,14.98,66066370
11/30/20 16:00,14.92,14.96,13.93,14.13,97536336
12/1/20 16:00,14.42,14.78,14.24,14.27,76388158
12/2/20 16:00,14.16,14.86,13.85,14.86,76032751
12/3/20 16:00,15.19,16.5,15.16,16.09,169287160
12/4/20 16:00,16.4,16.93,16.12,16.4,117387572
12/7/20 16:00,16.54,18.07,16.47,17.21,157231927
12/8/20 16:00,17.47,17.92,17.16,17.63,95855351
12/9/20 16:00,18.37,18.63,16.63,17.16,138508325
12/10/20 16:00,16.75,18.04,16.67,17.99,86395155
12/11/20 16:00,17.82,17.91,16.81,17.05,106957296
12/14/20 16:00,17.52,17.81,16.68,16.7,88139884
12/15/20 16:00,16.99,17.06,16.16,17.01,89217037
12/16/20 16:00,16.88,17.04,16.58,16.86,59232622
12/17/20 16:00,16.95,16.99,16.65,16.8,49386336
12/18/20 16:00,16.74,16.74,16.29,16.51,74782781
12/21/20 16:00,15.77,16.24,15.56,16.1,87243767
12/22/20 16:00,16.34,16.38,15.45,15.48,75439216
12/23/20 16:00,15.51,16.17,15.5,15.89,62603762
12/24/20 13:00,16.04,16.04,15.53,15.66,31048907
12/28/20 16:00,15.97,16.46,15.91,16.06,61099035
12/29/20 16:00,16.32,16.41,15.75,15.86,51559537
12/30/20 16:00,15.85,16.2,15.72,16.15,49520154
12/31/20 16:00,16.08,16.09,15.63,15.77,57891084
